,meta_cat,organization,n_units,description,cost,fair_value
726,CORPORATE BONDS ,First Capital Realty Inc.,"31,000","5.48% due July 30, 2019","31,029","33,658"
727,CORPORATE BONDS ,First Capital Realty Inc.,"62,000","5.60% due April 30, 2020","62,193","67,552"
728,CORPORATE BONDS ,First Capital Realty Inc.,"291,000","4.50% due March 01, 2021","296,159","296,003"
729,CORPORATE BONDS ,First Capital Realty Inc.,"41,000","4.43% due January 31, 2022","41,153","40,767"
730,CORPORATE BONDS ,First Capital Realty Inc.,"45,000","3.95% due December 05, 2022","44,739","42,515"
731,CORPORATE BONDS ,First Capital Realty Inc.,"63,000","3.90% due October 30, 2023","63,138","58,485"
732,CORPORATE BONDS ,First National Financial Income Fund,"69,000","5.07% due May 07, 2015","69,000","70,652"
733,CORPORATE BONDS ,Ford Credit Canada Limited,"235,000","7.50% due August 18, 2015","262,754","254,361"
734,CORPORATE BONDS ,Ford Credit Canada Limited,"48,000","2.634% due November 21, 2016","48,000","48,250"
735,CORPORATE BONDS ,Ford Credit Canada Limited,"211,000","4.875% due February 08, 2017","222,943","225,363"
736,CORPORATE BONDS ,Ford Credit Canada Limited,"287,000","3.32% due December 19, 2017","286,882","291,361"
737,CORPORATE BONDS ,Ford Credit Canada Limited,"70,000","3.70% due August 02, 2018","70,000","71,556"
738,CORPORATE BONDS ,Ford Floorplan Auto Securitization Trust,"129,000","2.063% due June 15, 2016","129,000","129,574"
739,CORPORATE BONDS ,Fortis Inc.,"28,000","6.51% due July 04, 2039","27,982","34,710"
740,CORPORATE BONDS ,FortisAlberta Inc.,"154,000","5.40% due April 21, 2036","153,886","170,434"
741,CORPORATE BONDS ,FortisAlberta Inc.,"50,000","5.85% due April 15, 2038","49,734","58,733"
742,CORPORATE BONDS ,FortisAlberta Inc.,"19,000","7.06% due February 14, 2039","18,998","25,715"
743,CORPORATE BONDS ,FortisAlberta Inc.,"36,000","5.37% due October 30, 2039","35,984","39,902"
744,CORPORATE BONDS ,FortisAlberta Inc.,"28,000","4.54% due October 18, 2041","27,996","27,612"
745,CORPORATE BONDS ,FortisAlberta Inc.,"41,000","Callable 4.85% due September 11, 2043","40,955","42,323"
746,CORPORATE BONDS ,FortisAlberta Inc.,"193,000","4.99% due January 03, 2047","192,801","203,555"
747,CORPORATE BONDS ,FortisAlberta Inc.,"39,000","4.80% due October 27, 2050","39,249","40,121"
748,CORPORATE BONDS ,FortisAlberta Inc.,"43,000","3.98% due October 23, 2052","42,974","37,705"
749,CORPORATE BONDS ,FortisBC Energy Inc.,"118,000","6.50% due May 01, 2034","136,404","146,893"
750,CORPORATE BONDS ,FortisBC Energy Inc.,"38,000","6.00% due October 02, 2037","37,864","45,473"
751,CORPORATE BONDS ,FortisBC Energy Inc.,"220,000","5.80% due May 13, 2038","283,355","257,609"
752,CORPORATE BONDS ,FortisBC Energy Inc.,"8,000","6.55% due February 24, 2039","7,971","10,252"
753,CORPORATE BONDS ,FortisBC Energy Inc.,"39,000","4.25% due December 09, 2041","38,693","36,745"
754,CORPORATE BONDS ,FortisBC Inc.,"43,000","6.10% due June 02, 2039","44,184","51,580"
755,CORPORATE BONDS ,FortisBC Inc.,"105,000","5.90% due July 04, 2047","104,856","125,102"
756,CORPORATE BONDS ,FortisBC Inc.,"52,000","5.00% due November 24, 2050","51,911","54,312"
757,CORPORATE BONDS ,Gaz Metro Inc.,"41,000","4.93% due June 18, 2019","40,993","44,900"
758,CORPORATE BONDS ,Gaz Metro Inc.,"159,000","5.45% due July 12, 2021","158,467","179,552"
759,CORPORATE BONDS ,Gaz Metro Inc.,"99,000","7.05% due October 30, 2030","126,655","126,295"
760,CORPORATE BONDS ,Gaz Metro Inc.,"92,000","6.30% due October 31, 2033","109,284","111,432"
761,CORPORATE BONDS ,Gaz Metro Inc.,"59,000","5.70% due July 10, 2036","58,907","67,585"
762,CORPORATE BONDS ,Gaz Metro Limited Partnership,"70,000","10.45% due October 31, 2016","103,007","85,717"
763,CORPORATE BONDS ,GE Capital Canada Funding Company,"194,000","4.65% due February 11, 2015","198,494","200,629"
764,CORPORATE BONDS ,GE Capital Canada Funding Company,"107,000","4.24% due June 08, 2015","106,996","110,919"
765,CORPORATE BONDS ,GE Capital Canada Funding Company,"500,000","5.10% due June 01, 2016","498,930","537,753"
766,CORPORATE BONDS ,GE Capital Canada Funding Company,"127,000","3.35% due November 23, 2016","126,832","131,718"
767,CORPORATE BONDS ,GE Capital Canada Funding Company,"383,000","4.55% due January 17, 2017","382,793","410,601"
768,CORPORATE BONDS ,GE Capital Canada Funding Company,"392,000","5.53% due August 17, 2017","393,607","434,222"
769,CORPORATE BONDS ,GE Capital Canada Funding Company,"242,000","4.40% due February 08, 2018","258,588","258,425"
770,CORPORATE BONDS ,GE Capital Canada Funding Company,"314,000","2.42% due May 31, 2018","313,984","310,657"
771,CORPORATE BONDS ,GE Capital Canada Funding Company,"56,000","3.55% due June 11, 2019","55,873","57,606"
772,CORPORATE BONDS ,GE Capital Canada Funding Company,"518,000","5.68% due September 10, 2019","563,166","588,719"
773,CORPORATE BONDS ,GE Capital Canada Funding Company,"130,000","4.60% due January 26, 2022","129,969","138,686"
774,CORPORATE BONDS ,GE Capital Canada Funding Company,"400,000","5.73% due October 22, 2037","438,665","454,230"
775,CORPORATE BONDS ,Genesis Trust II,"330,000","2.295% due February 15, 2017","330,000","331,960"
776,CORPORATE BONDS ,Genworth MI Canada Inc.,"54,000","4.59% due December 15, 2015","54,000","56,038"
777,CORPORATE BONDS ,Genworth MI Canada Inc.,"98,000","5.68% due June 15, 2020","97,951","106,728"
778,CORPORATE BONDS ,George Weston Limited,"91,000","3.78% due October 25, 2016","91,000","94,610"
779,CORPORATE BONDS ,George Weston Limited,"150,000","7.10% due February 05, 2032","181,225","171,868"
780,CORPORATE BONDS ,George Weston Limited,"63,000","6.69% due March 01, 2033","72,743","69,399"
781,CORPORATE BONDS ,Glacier Credit Card Trust,"21,000","3.158% due November 20, 2015","21,000","21,524"
782,CORPORATE BONDS ,Glacier Credit Card Trust,"44,000","2.807% due May 20, 2017","44,000","44,739"
783,CORPORATE BONDS ,Glacier Credit Card Trust,"190,000","2.394% due October 20, 2017","190,000","189,068"
784,CORPORATE BONDS ,Glacier Credit Card Trust,"47,000","2.755% due November 20, 2018","47,000","46,678"
785,CORPORATE BONDS ,Golden Credit Card Trust,"385,000","3.824% due May 15, 2015","385,000","396,783"
786,CORPORATE BONDS ,Golden Credit Card Trust,"495,000","3.51% due May 15, 2016","495,000","514,411"
787,CORPORATE BONDS ,Granite REIT Holdings LP,"87,000","4.613% due October 02, 2018","87,000","88,239"
788,CORPORATE BONDS ,Greater Toronto Airports Authority,"125,000","5.00% due June 01, 2015","127,313","131,177"
789,CORPORATE BONDS ,Greater Toronto Airports Authority,"150,000","4.70% due February 15, 2016","149,904","159,275"
790,CORPORATE BONDS ,Greater Toronto Airports Authority,"293,000","5.26% due April 17, 2018","292,977","324,739"
791,CORPORATE BONDS ,Greater Toronto Airports Authority,"79,000","5.96% due November 20, 2019","84,549","91,561"
792,CORPORATE BONDS ,Greater Toronto Airports Authority,"60,000","Callable 3.04% due September 21, 2022","59,995","57,276"
793,CORPORATE BONDS ,Greater Toronto Airports Authority,"475,000","6.45% due December 03, 2027","538,561","577,037"
794,CORPORATE BONDS ,Greater Toronto Airports Authority,"236,137","6.45% due July 30, 2029","263,060","279,089"
795,CORPORATE BONDS ,Greater Toronto Airports Authority,"500,000","7.05% due June 12, 2030","698,800","641,361"
796,CORPORATE BONDS ,Greater Toronto Airports Authority,"325,000","6.47% due February 02, 2034","343,109","403,575"
797,CORPORATE BONDS ,Greater Toronto Airports Authority,"53,000","5.63% due June 07, 2040","59,371","61,106"
798,CORPORATE BONDS ,Greater Toronto Airports Authority,"224,000","Callable 5.30% due February 25, 2041","224,736","247,529"
799,CORPORATE BONDS ,Greater Toronto Airports Authority,"93,000","4.53% due December 02, 2041","92,894","92,036"
800,CORPORATE BONDS ,Great-West Lifeco Inc.,"87,000","6.14% due March 21, 2018","99,725","98,688"
801,CORPORATE BONDS ,Great-West Lifeco Inc.,"162,000","Callable 4.65% due August 13, 2020","163,095","174,196"
802,CORPORATE BONDS ,Great-West Lifeco Inc.,"200,000","6.74% due November 24, 2031","245,305","245,556"
803,CORPORATE BONDS ,Great-West Lifeco Inc.,"100,000","6.67% due March 21, 2033","121,759","122,792"
804,CORPORATE BONDS ,Great-West Lifeco Inc.,"133,000","5.998% due November 16, 2039","133,621","155,442"
805,CORPORATE BONDS ,H&R Real Estate Investment Trust,"46,000","5.196% due February 03, 2015","45,926","47,517"
806,CORPORATE BONDS ,H&R Real Estate Investment Trust,"61,000","4.778% due July 27, 2016","61,123","64,237"
807,CORPORATE BONDS ,H&R Real Estate Investment Trust,"45,000","5.902% due February 03, 2017","44,957","48,925"
808,CORPORATE BONDS ,H&R Real Estate Investment Trust,"77,000","3.344% due June 20, 2018","77,070","76,178"
809,CORPORATE BONDS ,H&R Real Estate Investment Trust,"41,000","4.45% due March 02, 2020","41,029","41,436"
810,CORPORATE BONDS ,Halifax International Airport Authority,"54,000","4.888% due November 15, 2050","53,999","55,747"
811,CORPORATE BONDS ,Health Montreal Collective LP,"926,000","6.721% due September 30, 2049","969,858","1,110,127"
812,CORPORATE BONDS ,Holcim Finance (Canada) Inc.,"106,000","3.65% due April 10, 2018","105,932","107,361"
813,CORPORATE BONDS ,Hollis Receivables Term Trust II,"157,000","2.235% due September 26, 2016","157,000","158,031"
814,CORPORATE BONDS ,Home Capital Group Inc.,"56,000","5.20% due May 04, 2016","56,000","58,546"
815,CORPORATE BONDS ,Home Trust Co.,"95,000","3.40% due December 10, 2018","94,966","94,457"
816,CORPORATE BONDS ,Honda Canada Finance Inc.,"158,000","2.275% due December 11, 2017","158,000","156,607"
817,CORPORATE BONDS ,Honda Canada Finance Inc.,"75,000","2.35% due June 04, 2018","75,000","73,963"
818,CORPORATE BONDS ,Horizon Holdings Inc.,"56,000","3.033% due July 25, 2022","56,000","52,629"
819,CORPORATE BONDS ,The Hospital For Sick Children,"77,000","5.217% due December 16, 2049","77,000","82,289"
820,CORPORATE BONDS ,Hospital Infrastructure Partners (NOH) Partnership,"104,000","5.439% due January 31, 2045","105,115","110,938"
821,CORPORATE BONDS ,HSBC Bank Canada,"107,000","3.86% due May 21, 2015","106,971","110,264"
822,CORPORATE BONDS ,HSBC Bank Canada,"326,000","2.572% due November 23, 2015","326,000","330,625"
823,CORPORATE BONDS ,HSBC Bank Canada,"323,000","2.901% due January 13, 2017","323,000","330,245"
824,CORPORATE BONDS ,HSBC Bank Canada,"221,000","3.558% due October 04, 2017","221,000","229,325"
825,CORPORATE BONDS ,HSBC Bank Canada,"479,000","2.938% due January 14, 2020","479,000","472,857"
826,CORPORATE BONDS ,HSBC Bank Canada,"323,000","Floating Rate due March 16, 2021","322,797","341,440"
827,CORPORATE BONDS ,HSBC Bank Canada,"352,000","Callable 4.80% due April 10, 2022","351,613","375,481"
828,CORPORATE BONDS ,HSBC Canada Asset Trust,"251,000","Callable 5.149% due June 30, 2015","261,066","261,604"
829,CORPORATE BONDS ,Husky Energy Inc.,"119,000","3.75% due March 12, 2015","119,264","121,698"
830,CORPORATE BONDS ,Husky Energy Inc.,"195,000","5.00% due March 12, 2020","195,665","211,787"
831,CORPORATE BONDS ,IGM Financial Inc.,"181,000","7.35% due April 08, 2019","180,899","216,216"
832,CORPORATE BONDS ,IGM Financial Inc.,"47,000","Callable 6.00% due December 10, 2040","46,876","52,240"
833,CORPORATE BONDS ,Industrial Alliance Insurance and Financial Services Inc.,"29,000","Callable 4.75% due December 14, 2021","28,997","30,811"
834,CORPORATE BONDS ,Intact Financial Corporation,"22,000","5.41% due September 03, 2019","21,990","24,377"
835,CORPORATE BONDS ,Intact Financial Corporation,"40,000","4.70% due August 18, 2021","39,978","42,404"
836,CORPORATE BONDS ,Intact Financial Corporation,"73,000","6.40% due November 23, 2039","72,718","87,219"
837,CORPORATE BONDS ,Intact Financial Corporation,"80,000","5.16% due June 16, 2042","79,927","79,552"
838,CORPORATE BONDS ,Integrated Team Solutions PCH Partnership,"46,000","Callable 2.235% due December 09, 2016","46,000","45,991"
839,CORPORATE BONDS ,Integrated Team Solutions PCH Partnership,"24,000","4.875% due May 31, 2046","24,000","23,668"
840,CORPORATE BONDS ,Integrated Team Solutions SJHC Partnership,"17,000","5.9464% due November 30, 2042","17,000","18,804"
841,CORPORATE BONDS ,Inter Pipeline (Corridor) Inc.,"43,000","4.897% due February 03, 2020","43,000","46,596"
842,CORPORATE BONDS ,Inter Pipeline Ltd.,"31,000","3.839% due July 30, 2018","31,000","32,067"
843,CORPORATE BONDS ,Inter Pipeline Ltd.,"130,000","3.448% due July 20, 2020","130,000","129,624"
844,CORPORATE BONDS ,Inter Pipeline Ltd.,"110,000","4.967% due February 02, 2021","110,954","118,616"
845,CORPORATE BONDS ,Inter Pipeline Ltd.,"82,000","3.776% due May 30, 2022","82,000","80,163"
846,CORPORATE BONDS ,Investors Group Inc.,"111,000","6.58% due March 07, 2018","128,371","126,691"
847,CORPORATE BONDS ,Investors Group Inc.,"150,000","7.45% due May 09, 2031","194,071","187,578"
848,CORPORATE BONDS ,Investors Group Inc.,"200,000","7.00% due December 31, 2032","247,625","242,127"
849,CORPORATE BONDS ,John Deere Canada Funding Inc.,"51,000","1.95% due January 14, 2016","50,928","51,151"
850,CORPORATE BONDS ,John Deere Canada Funding Inc.,"30,000","2.30% due July 05, 2016","29,993","30,319"
851,CORPORATE BONDS ,John Deere Canada Funding Inc.,"53,000","1.95% due April 12, 2017","52,963","52,652"
852,CORPORATE BONDS ,John Deere Canada Funding Inc.,"48,000","2.25% due October 18, 2017","47,980","47,655"
853,CORPORATE BONDS ,John Deere Canada Funding Inc.,"92,000","2.65% due July 16, 2018","91,988","91,823"
854,CORPORATE BONDS ,John Deere Credit Inc.,"22,000","3.25% due April 08, 2015","21,933","22,459"
855,CORPORATE BONDS ,John Deere Credit Inc.,"183,000","5.45% due September 16, 2015","182,916","194,389"
856,CORPORATE BONDS ,Laurentian Bank of Canada,"104,000","2.45% due February 13, 2015","103,901","104,782"
857,CORPORATE BONDS ,Laurentian Bank of Canada,"143,000","2.56% due March 26, 2018","143,000","140,313"
858,CORPORATE BONDS ,Laurentian Bank of Canada,"115,000","3.278% due October 15, 2018","115,000","115,086"
859,CORPORATE BONDS ,Laurentian Bank of Canada,"95,000","Callable 3.70% due November 02, 2020","94,746","97,193"
860,CORPORATE BONDS ,Laurentian Bank of Canada,"95,000","Callable 3.132% due October 19, 2022","95,000","94,868"
861,CORPORATE BONDS ,Leisureworld Senior Care LP,"287,000","4.814% due November 24, 2015","287,000","301,645"
862,CORPORATE BONDS ,Loblaw Companies Limited,"130,000","3.748% due March 12, 2019","130,000","132,605"
863,CORPORATE BONDS ,Loblaw Companies Limited,"93,000","5.22% due June 18, 2020","92,936","101,182"
864,CORPORATE BONDS ,Loblaw Companies Limited,"261,000","Callable 4.86% due September 12, 2023","261,000","265,776"
865,CORPORATE BONDS ,Loblaw Companies Limited,"80,000","6.65% due November 08, 2027","92,918","89,997"
866,CORPORATE BONDS ,Loblaw Companies Limited,"280,000","6.45% due February 09, 2028","308,982","308,273"
867,CORPORATE BONDS ,Loblaw Companies Limited,"70,000","6.50% due January 22, 2029","78,769","77,290"
868,CORPORATE BONDS ,Loblaw Companies Limited,"79,000","6.85% due March 01, 2032","93,670","90,220"
869,CORPORATE BONDS ,Loblaw Companies Limited,"110,000","6.54% due February 17, 2033","127,612","122,181"
870,CORPORATE BONDS ,Loblaw Companies Limited,"192,000","6.15% due January 29, 2035","212,706","205,185"
871,CORPORATE BONDS ,Loblaw Companies Limited,"100,000","6.45% due March 01, 2039","115,441","111,177"
872,CORPORATE BONDS ,Lower Mattagami Energy Limited Partnership,"84,000","2.228% due October 23, 2017","84,000","83,501"
873,CORPORATE BONDS ,Lower Mattagami Energy Limited Partnership,"104,000","4.331% due May 18, 2021","104,000","109,722"
874,CORPORATE BONDS ,Lower Mattagami Energy Limited Partnership,"81,000","5.139% due May 18, 2041","81,206","86,739"
875,CORPORATE BONDS ,Lower Mattagami Energy Limited Partnership,"37,000","4.944% due September 21, 2043","37,000","38,563"
876,CORPORATE BONDS ,Lower Mattagami Energy Limited Partnership,"66,000","4.176% due February 23, 2046","66,000","60,336"
877,CORPORATE BONDS ,Lower Mattagami Energy Limited Partnership,"33,000","4.175% due April 23, 2052","33,000","29,807"
878,CORPORATE BONDS ,Manitoba Telecom Services Inc.,"29,000","6.65% due May 11, 2016","28,986","31,884"
879,CORPORATE BONDS ,Manitoba Telecom Services Inc.,"51,000","4.59% due October 01, 2018","50,994","53,840"
880,CORPORATE BONDS ,Manitoba Telecom Services Inc.,"57,000","5.625% due December 16, 2019","56,948","62,987"
881,CORPORATE BONDS ,The Manufacturers Life Insurance Company,"178,000","Callable 4.21% due November 18, 2021","178,000","187,302"
882,CORPORATE BONDS ,The Manufacturers Life Insurance Company,"134,000","Callable 4.165% due June 01, 2022","134,000","141,086"
883,CORPORATE BONDS ,The Manufacturers Life Insurance Company,"95,000","Callable 2.819% due February 26, 2023","95,000","94,741"
884,CORPORATE BONDS ,The Manufacturers Life Insurance Company,"49,000","Callable 2.926% due November 29, 2023","49,000","48,513"
885,CORPORATE BONDS ,Manulife Bank of Canada,"109,000","4.68% due September 12, 2016","109,060","115,956"
886,CORPORATE BONDS ,Manulife Bank of Canada,"63,000","2.383% due October 17, 2016","63,000","63,385"
887,CORPORATE BONDS ,Manulife Financial Capital Trust II,"641,000","Callable 7.405% due December 31, 2019","662,875","761,963"
888,CORPORATE BONDS ,Manulife Financial Corporation,"294,000","5.161% due June 26, 2015","294,000","308,505"
889,CORPORATE BONDS ,Manulife Financial Corporation,"827,000","4.079% due August 20, 2015","839,250","857,298"
890,CORPORATE BONDS ,Manulife Financial Corporation,"165,000","5.505% due June 26, 2018","165,000","182,681"
891,CORPORATE BONDS ,Manulife Financial Corporation,"195,000","7.768% due April 08, 2019","195,000","236,525"
892,CORPORATE BONDS ,Maritimes & Northeast Pipeline LP,"58,515","4.34% due November 30, 2019","58,512","60,641"
893,CORPORATE BONDS ,Master Credit Card Trust,"62,000","3.502% due May 21, 2016","62,000","64,421"
894,CORPORATE BONDS ,Master Credit Card Trust,"741,000","2.626% due January 21, 2017","739,920","753,016"
895,CORPORATE BONDS ,Master Credit Card Trust II,"293,000","2.723% due November 21, 2018","293,000","291,402"
896,CORPORATE BONDS ,McGill University,"130,000","6.15% due September 22, 2042","157,239","156,585"
897,CORPORATE BONDS ,McGill University Health Care Centre,"89,000","5.36% due December 31, 2043","88,961","95,656"
898,CORPORATE BONDS ,METRO Inc.,"81,000","4.98% due October 15, 2015","80,942","85,234"
899,CORPORATE BONDS ,Molson Coors Capital Finance ULC,"400,000","5.00% due September 22, 2015","431,400","420,405"
900,CORPORATE BONDS ,Morguard Corporation,"47,000","4.099% due December 10, 2018","47,000","46,754"
901,CORPORATE BONDS ,National Bank of Canada,"358,000","2.231% due January 30, 2015","360,168","360,858"
902,CORPORATE BONDS ,National Bank of Canada,"84,000","3.147% due February 11, 2015","84,000","85,506"
903,CORPORATE BONDS ,National Bank of Canada,"711,000","4.03% due May 26, 2015","733,785","734,842"
904,CORPORATE BONDS ,National Bank of Canada,"563,000","2.05% due January 11, 2016","566,750","565,604"
905,CORPORATE BONDS ,National Bank of Canada,"173,000","3.58% due April 26, 2016","173,000","179,689"
906,CORPORATE BONDS ,National Bank of Canada,"444,000","2.702% due December 15, 2016","446,766","452,083"
907,CORPORATE BONDS ,National Bank of Canada,"118,000","2.689% due August 21, 2017","118,000","119,034"
908,CORPORATE BONDS ,National Bank of Canada,"154,000","2.794% due August 09, 2018","154,000","154,376"
909,CORPORATE BONDS ,National Bank of Canada,"76,000","Callable 7.447% due June 30, 2020","76,000","91,396"
910,CORPORATE BONDS ,National Bank of Canada,"500,000","Callable 4.70% due November 02, 2020","534,750","524,395"
911,CORPORATE BONDS ,National Bank of Canada,"125,000","Callable 3.261% due April 11, 2022","125,000","128,086"
912,CORPORATE BONDS ,NAV Canada,"200,000","4.713% due February 24, 2016","199,432","212,600"
913,CORPORATE BONDS ,NAV Canada,"142,000","1.949% due April 19, 2018","142,000","138,909"
914,CORPORATE BONDS ,NAV Canada,"30,000","5.304% due April 17, 2019","30,000","33,602"
915,CORPORATE BONDS ,NAV Canada,"92,000","4.397% due February 18, 2021","92,164","99,099"
916,CORPORATE BONDS ,NAV Canada,"70,000","Callable 7.56% due March 01, 2027","95,818","86,119"
917,CORPORATE BONDS ,NAV Canada,"160,000","7.40% due June 01, 2027","204,933","211,734"
918,CORPORATE BONDS ,NBC Capital Trust,"191,000","Callable 5.329% due June 30, 2016","191,474","204,739"
919,CORPORATE BONDS ,NBC Capital Trust,"184,000","Callable 7.235% due June 30, 2018","184,000","214,939"
920,CORPORATE BONDS ,New Brunswick (F-M) Project Company Inc.,"408,076","6.47% due November 30, 2027","504,001","480,057"
921,CORPORATE BONDS ,North Battleford Power LP,"183,000","4.958% due December 31, 2032","183,013","185,454"
922,CORPORATE BONDS ,Northwestconnect Group,"134,296","5.95% due April 30, 2041","135,203","151,712"
923,CORPORATE BONDS ,NOVA Gas Transmission Ltd.,"300,000","12.20% due February 28, 2016","477,347","362,411"
924,CORPORATE BONDS ,NOVA Gas Transmission Ltd.,"60,000","9.90% due December 16, 2024","92,395","88,236"
925,CORPORATE BONDS ,Nova Scotia Power Inc.,"50,000","9.75% due August 02, 2019","73,278","65,924"
926,CORPORATE BONDS ,Nova Scotia Power Inc.,"154,000","5.67% due November 14, 2035","153,846","173,671"
927,CORPORATE BONDS ,Nova Scotia Power Inc.,"7,000","5.95% due July 27, 2039","6,977","8,274"
928,CORPORATE BONDS ,Nova Scotia Power Inc.,"344,000","5.61% due June 15, 2040","415,812","390,694"
929,CORPORATE BONDS ,Nova Scotia Power Inc.,"72,000","4.15% due March 06, 2042","71,939","65,730"
930,CORPORATE BONDS ,Nova Scotia Power Inc.,"51,000","4.50% due July 20, 2043","50,692","49,190"
931,CORPORATE BONDS ,OMERS Realty Corporation,"91,000","4.74% due June 04, 2018","90,946","99,115"
932,CORPORATE BONDS ,OMERS Realty Corporation,"180,000","2.498% due June 05, 2018","180,000","178,437"
933,CORPORATE BONDS ,OMERS Realty Corporation,"58,000","3.203% due July 24, 2020","58,000","57,599"
934,CORPORATE BONDS ,OMERS Realty Corporation,"170,000","3.358% due June 05, 2023","170,000","161,785"
935,CORPORATE BONDS ,OMERS Realty CTT Holdings Inc.,"24,000","4.75% due May 05, 2016","23,987","25,611"
936,CORPORATE BONDS ,Ornge Issuer Trust,"83,876","5.727% due June 11, 2034","83,876","88,418"
937,CORPORATE BONDS ,Ottawa Macdonald-Cartier International Airport Authority,"256,000","4.733% due May 02, 2017","256,000","276,032"
938,CORPORATE BONDS ,Ottawa Macdonald-Cartier International Airport Authority,"34,485","6.973% due May 25, 2032","42,302","41,677"
939,CORPORATE BONDS ,Pearson International Fuel Facilities Corporation,"46,541","5.09% due March 09, 2032","46,450","46,502"
940,CORPORATE BONDS ,Pembina Pipeline Corporation,"31,000","4.89% due March 29, 2021","31,000","33,308"
941,CORPORATE BONDS ,Pembina Pipeline Corporation,"44,000","3.77% due October 24, 2022","43,993","42,825"
942,CORPORATE BONDS ,Pembina Pipeline Corporation,"20,000","Callable 4.75% due April 30, 2043","19,952","18,840"
943,CORPORATE BONDS ,Penske Truck Leasing Canada Inc.,"57,000","3.65% due February 01, 2018","56,936","57,622"
944,CORPORATE BONDS ,Plenary Health Bridgepoint LP,"61,000","7.246% due August 31, 2042","62,170","78,801"
945,CORPORATE BONDS ,Plenary Health Care Partnerships Humber LP,"203,000","2.633% due May 18, 2015","203,000","204,989"
946,CORPORATE BONDS ,Plenary Health Care Partnerships Humber LP,"49,000","4.895% due May 31, 2039","49,000","49,446"
947,CORPORATE BONDS ,Plenary Health Care Partnerships Humber LP,"49,000","4.822% due November 30, 2044","49,000","47,917"
948,CORPORATE BONDS ,Plenary Health Hamilton LP,"27,000","5.796% due May 31, 2043","27,000","29,987"
949,CORPORATE BONDS ,Plenary Properties LTAP LP,"275,000","6.288% due January 31, 2044","297,077","326,162"
950,CORPORATE BONDS ,Power Corporation of Canada,"122,000","7.57% due April 22, 2019","121,932","145,542"
951,CORPORATE BONDS ,Power Corporation of Canada,"18,000","8.57% due April 22, 2039","17,986","25,541"
952,CORPORATE BONDS ,Power Financial Corporation,"224,000","6.90% due March 11, 2033","277,302","273,304"
953,CORPORATE BONDS ,PowerStream Inc.,"31,000","3.958% due July 30, 2042","31,000","27,426"
954,CORPORATE BONDS ,Queen’s University,"94,000","Callable 6.10% due November 19, 2032","112,305","111,125"
955,CORPORATE BONDS ,RBC Capital Trust,"84,000","Callable 6.821% due June 30, 2018","84,000","97,338"
956,CORPORATE BONDS ,"RBC Capital Trust, Conv.","800,000","Callable 4.87% due December 31, 2015","818,760","843,963"
957,CORPORATE BONDS ,Reliance LP,"96,000","4.574% due March 15, 2017","96,000","100,167"
958,CORPORATE BONDS ,Reliance LP,"134,000","5.187% due March 15, 2019","134,000","139,952"
959,CORPORATE BONDS ,RioCan Real Estate Investment Trust,"32,000","4.499% due January 21, 2016","32,024","33,446"
960,CORPORATE BONDS ,RioCan Real Estate Investment Trust,"309,000","3.80% due March 01, 2017","312,450","319,491"
961,CORPORATE BONDS ,RioCan Real Estate Investment Trust,"119,000","2.87% due March 05, 2018","119,314","117,145"
962,CORPORATE BONDS ,RioCan Real Estate Investment Trust,"57,000","3.85% due June 28, 2019","57,191","57,473"
963,CORPORATE BONDS ,RioCan Real Estate Investment Trust,"112,000","3.716% due December 13, 2021","112,272","106,734"
964,CORPORATE BONDS ,RioCan Real Estate Investment Trust,"67,000","3.725% due April 18, 2023","67,123","61,461"
965,CORPORATE BONDS ,Rogers Communications Inc.,"206,000","5.80% due May 26, 2016","205,520","223,684"
966,CORPORATE BONDS ,Rogers Communications Inc.,"219,000","3.00% due June 06, 2017","218,827","222,408"
967,CORPORATE BONDS ,Rogers Communications Inc.,"751,000","5.38% due November 04, 2019","789,150","825,844"
968,CORPORATE BONDS ,Rogers Communications Inc.,"317,000","4.70% due September 29, 2020","318,218","335,559"
969,CORPORATE BONDS ,Rogers Communications Inc.,"532,000","5.34% due March 22, 2021","531,755","578,730"
970,CORPORATE BONDS ,Rogers Communications Inc.,"246,000","4.00% due June 06, 2022","245,016","241,490"
971,CORPORATE BONDS ,Rogers Communications Inc.,"56,000","6.68% due November 04, 2039","55,942","65,173"
972,CORPORATE BONDS ,Rogers Communications Inc.,"399,000","Callable 6.11% due August 25, 2040","427,622","433,139"
973,CORPORATE BONDS ,Rogers Communications Inc.,"146,000","Callable 6.56% due March 22, 2041","146,000","167,769"
974,CORPORATE BONDS ,Royal Bank of Canada,"458,000","2.05% due January 13, 2015","457,721","460,988"
975,CORPORATE BONDS ,Royal Bank of Canada,"315,000","3.18% due March 16, 2015","314,883","321,470"
976,CORPORATE BONDS ,Royal Bank of Canada,"798,000","3.36% due January 11, 2016","812,471","822,579"
977,CORPORATE BONDS ,Royal Bank of Canada,"431,000","2.07% due June 17, 2016","430,901","433,138"
978,CORPORATE BONDS ,Royal Bank of Canada,"474,000","3.03% due July 26, 2016","473,806","486,905"
979,CORPORATE BONDS ,Royal Bank of Canada,"1,056,000","2.68% due December 08, 2016","1,060,755","1,074,539"
980,CORPORATE BONDS ,Royal Bank of Canada,"426,000","3.66% due January 25, 2017","425,842","445,512"
981,CORPORATE BONDS ,Royal Bank of Canada,"639,000","2.58% due April 13, 2017","638,911","646,916"
